50.0619244,19.9431644,Hotel Campanile,hotel,,,,,,
50.0620213,19.9427845,Hotel Classic,hotel,,,,,,
50.0615728,19.9422366,Hotel Amadeus,hotel,,,,,,
50.0615798,19.9428974,Hotel Mikołaj,hotel,,,,,,
50.0560885,19.9371042,Muzeum Archidiecezjalne,museum,,,,,,
50.0563019,19.9372228,Pałac Biskupa Erazma Ciołka,museum,,,,,,Oddział Muzeum Narodowego
50.0562705,19.9375835,Hotel Copernicus,hotel,,,,,,
50.0590860,19.9367590,Pomnik Józefa Dietla,attraction,memorial,,,,,
50.0622546,19.9396822,Hostel Gardenhouse,hostel,,,,,,
50.0557550,19.8943298,,viewpoint,,,,,,
50.0888136,19.9124007,Hotel Major,hotel,,,,,,
50.0673537,19.9173564,Lokomotywa AGH,attraction,locomotive,,,,,
50.0585160,19.9445063,Euro-Room Hostel,hostel,,,,,,
50.0459136,19.9537759,Hostel Stairway,hostel,,,,,,
50.0639763,19.9327241,Muzyczny Kraków,hostel,,,,,,
50.0745068,19.9176943,Apart Hostel Nazar,hostel,,,,,,
50.0721594,19.9222526,Apartamenty Aurora,hotel,,,,,,
50.0713950,19.9235079,Anna,hostel,,,,,,
50.0755234,19.9320055,Liv Inn Aparthotel,hotel,,,,,,
50.0803467,19.9616963,Sleep Krak,guest_house,,,,,,
50.0855921,19.9476458,B.A.S. VILLA RESIDENCE,hotel,,,,,,
50.0439486,19.9461816,Rubens,guest_house,,,,,,
50.0700497,19.8995874,Za Kolumnami,hostel,,,,,,
50.0698293,19.8988337,Krakowiak,hostel,,,,,,
50.0632367,19.9452321,NF Hostel,hostel,,,,,,
50.0703310,19.9355391,City Sun Apartment,apartment,,,,,,
50.0662356,19.9295833,Maksymilian,hotel,,,,,,
50.0597441,19.9281938,Ostoya Palace Hotel,hotel,,,,,,
50.0885996,19.9023892,Conrad Hotel,hotel,,,,,,
50.0871410,19.9559920,Trasa turystyczno kulturowa,information,,,,,,
50.0682605,19.9433333,Laiko Apartments,hotel,,,,,,
50.0636473,19.9472241,Alexander II,hotel,,,,,,
50.0602996,19.9504731,Batory,hotel,,,,,,
50.0716142,19.9622233,,hostel,,,,,,
50.0476649,19.9490874,Boat Hostel Barka Basia,hostel,,,,,,
50.0577964,19.9355285,,viewpoint,,,,,,unique view on Wawel through the gate from this point (southwards)
50.0492736,19.9446510,Hostel Nad Młynkiem,hostel,,,,,,
50.0415791,19.9430734,Hostel Guliwer,hostel,,,,,,
50.0512307,19.9469375,Apartamenty Sekret Kazimierza,hotel,,,,,,
50.0507227,19.9453585,Galerie d'Art Naif,gallery,,,,,,
50.0511615,19.9464966,Hostel Abel,hostel,,,,,,
50.0511831,19.9463551,Hotel Karmel,hotel,,,,,,
50.0504664,19.9441369,Info Kraków,information,,,,,,
50.0505748,19.9437669,RT Regent,hotel,,,,,,
50.0500185,19.9402044,Secesja,hotel,,,,,,
50.0475764,19.9418689,The Secret Garden Hostel,hostel,,,,,,
50.0486427,19.9461503,Galeria Trzecie Oko,gallery,,,,,,
50.0498890,19.9465775,Aparthotel Miodosytnia,hotel,,,,,,
50.0662318,19.9333067,Stanisław Pigoń Visiting Professors' House,hotel,,,,,,
50.0554331,19.9257632,Ibis Krakow Centrum,hotel,,,,,,
50.0548278,19.9260170,Novotel Krakow Centrum,hotel,,,,,,
50.0441244,19.9450262,Szkolne Schronisko Młodzieżowe,hostel,,,,,,
50.0482624,19.9696462,Alf,hotel,,,,,,
50.0672026,19.9518657,Enigma Hostel,hostel,,,,,,
50.0636006,19.9559687,Muzeum Ogrodu Botanicznego UJ,museum,,,,,,
50.0412364,19.9576120,Silva Rerum,artwork,,,,,,
50.0782826,19.9065817,Demel,hotel,,,,,,
50.0550395,19.9478437,Metropolitan,hotel,,,,,,
50.0653440,19.9171282,"Hotel ""Polonez""",hotel,,,,,,
50.0684378,19.9373858,Art Mont,guest_house,,,,,,
50.0686969,19.9373359,Hostel Giraffe,hostel,,,,,,
50.0671266,19.9381488,Lounge Appartements,guest_house,,,,,,
50.0721312,19.9320015,Aparthotel Astor,hotel,,,,,,
50.0725834,19.9322315,Red Carpet Hostel,hostel,,,,,,
50.0525177,19.9436700,Kazimierz,hotel,,,,,,
50.0521079,19.9433550,Spatz,hotel,,,,,,
50.0519861,19.9487074,Ester,hotel,,,,,,
50.0525876,19.9483630,Hotel Rubinstein,hotel,,,,,,
50.0529334,19.9493918,Kazimierz II,hotel,,,,,,
50.0520092,19.9402874,Nathan's villa hostel,motel,,,,,,
50.0657957,19.9280133,Crystal Suites,hotel,,,,,,
50.0552928,19.9328769,Hotel pod Wawelem,hotel,,,,,,
50.0572564,19.9380123,Senacki,hotel,,,,,,
50.0582644,19.9392938,Wawel,hotel,,,,,,
50.0421636,19.9511929,,information,,,,,,
50.0424053,19.9561424,,information,,,,,,
50.0813893,19.9771191,Lawendowy Hostel,hostel,,,,,,
50.0664342,19.9340953,Golden Tulip,hotel,,,,,,
50.0609430,19.9319882,Trzy Kafki,guest_house,,,,,,
50.0579602,19.9350875,,information,,,,,,
50.0579760,19.9350669,,information,,,,,,
50.0584356,19.9349161,,information,,,,,,
50.0588567,19.9347718,,information,,,,,,
50.0713011,19.9372942,Old Time Hotel,hotel,,,,,,
50.0556564,19.9357832,,information,,,,,,
50.0644771,19.9461619,Hotel Europejski,hotel,,,,,,
50.0613199,19.9325345,,information,,,,,,
50.0617332,19.9325075,,information,,,,,,
50.0622008,19.9327807,,information,,,,,,
50.0623889,19.9329632,,information,,,,,,
50.0626487,19.9330889,,information,,,,,,
50.0604818,19.9421272,,information,,,,,,
50.0605175,19.9427319,,information,,,,,,
50.0608916,19.9433452,,information,,,,,,
50.0611458,19.9436278,,information,,,,,,
50.0612946,19.9439346,,information,,,,,,
50.0617137,19.9438055,,information,,,,,,
50.0622349,19.9438976,,information,,,,,,
50.0628789,19.9441709,,information,,,,,,
50.0644625,19.9430817,,information,,,,,,
50.0729115,19.9311050,Hostel Deco,hostel,,,,,,
50.0623975,19.9369161,Studzienka Badylaka,attraction,,,,,,
50.0615411,19.9361907,Eros bendato,artwork,,,,,,
50.0617718,19.9357975,Piotr Skrzynecki,attraction,memorial,,,,,
50.0699724,19.9375309,Hotel Yarden,hotel,,,,,,
50.0669307,19.9191646,Kolejka przetokowa wozów kopalnianych,attraction,,,,,,
50.0577411,19.9383678,Mint Apartment,apartment,,,,,,
50.0699388,19.9370350,Abella Guest Rooms & Apartments,hotel,,,,,,
50.0681892,19.9383205,Aparthotel Pergamin,hotel,,,,,,
50.0675017,19.9395373,Atrium Hotel,hotel,,,,,,
50.0695654,19.9387456,Football Corner Hostel,hostel,,,,,,
50.0702248,19.9371671,Zulian,hostel,,,,,,
50.0700343,19.9388874,Hostel Dizzy Daisy,hostel,,,,,,
50.0691625,19.9381861,Kosmopolita Pokoje Gościnne,guest_house,,,,,,
50.0616567,19.9293148,Lapidarium,attraction,,,,,,
50.0684827,19.9392456,Hostel Kolejowego Towarzystwa Kultury,guest_house,,,,,,
50.0665888,19.9401897,Mosquito Hostel,hostel,,,,,,
50.0671380,19.9431302,Matejko,hotel,,,,,,
50.0522635,19.9283700,Benefis Boutique Hotel,hotel,,,,,,
50.0388492,19.9581024,,information,,,,,,
50.0519522,19.9409984,Hostel B Movie,guest_house,,,,,,
50.0683082,19.9374644,City Moon Apartment,apartment,,,,,,
50.0682786,19.9382223,Cracow Elite Suites,apartment,,,,,,
50.0643243,19.9363055,Globtroter,guest_house,,,,,,
50.0618768,19.9473450,Ascot,hotel,,,,,,
50.0597127,19.9456880,Greg & Tom Hostel,hostel,,,,,,
50.0701305,19.9430234,Mistia,hotel,,,,,,
50.0506828,19.9266326,U Pana Cogito,guest_house,,,,,,
50.0882125,19.9016544,Quality System,hotel,,,,,,
50.0399373,19.9152733,,viewpoint,,,,,,
50.0413183,19.9173207,,information,,,,,,Miejska ścieżka biegowa - Zakrzówek
50.0522222,19.9171666,Niebieski Art Hotel & Spa,hotel,,,,,,
50.0540908,19.8941826,,information,,,,,,
50.0534612,19.8959616,,information,,,,,,
50.0799485,19.9492336,Hotel Monika,hotel,,,,,,
50.0535208,19.9481056,,information,,,,,,
50.0897968,19.9698893,,information,,,,,,
50.0529292,19.9482504,Dom Casimi,hotel,,,,,,
50.0531712,19.9481428,Hotel Klezmer-Hois,hotel,,,,,,
50.0544948,19.9388693,Plan miasta,information,,,,,,
50.0485783,19.9381532,,artwork,,,,,,
50.0473547,19.9418200,Pomnik Pamięci Piotra Skrzyneckiego,artwork,,,,,,
50.0485055,19.9386084,,information,,,,,,
50.0522215,19.9425515,Hostel 70s,hostel,,,,,,
50.0635413,19.9461459,,artwork,,,,,,
50.0875638,19.8982290,Hotel Apart Styl MG,hotel,,,,,,
50.0516133,19.9456080,Panda Hostel,hostel,,,,,,
50.0643054,19.9277717,Good Bye Kevin,hostel,,,,,,
50.0670844,19.9243013,Światowid,artwork,,,,,,
50.0672271,19.9243772,Ptak,artwork,,,,,,
50.0658665,19.9234871,,artwork,,,,,,
50.0663455,19.9218073,,artwork,,,,,,
50.0664003,19.9240359,"Postać kobieca, Miria II",artwork,,,,,,
50.0671225,19.9246205,Pocałunek,artwork,,,,,,
50.0673699,19.9243684,Kompozycja,artwork,,,,,,
50.0672878,19.9244270,Zafrasowanie,artwork,,,,,,
50.0673635,19.9241801,Destruktura III,artwork,,,,,,
50.0651619,19.9236650,,artwork,,,,,,
50.0652004,19.9232269,,artwork,,,,,,
50.0653131,19.9239336,,artwork,,,,,,
50.0655109,19.9233339,,artwork,,,,,,
50.0656180,19.9231592,,artwork,,,,,,
50.0659151,19.9232889,,artwork,,,,,,
50.0660521,19.9230363,,artwork,,,,,,
50.0662616,19.9221027,,artwork,,,,,,
50.0662794,19.9224257,,artwork,,,,,,
50.0664690,19.9217438,,artwork,,,,,,
50.0664858,19.9236858,Architektura Orła Białego,artwork,,,,,,
50.0667423,19.9244047,,artwork,,,,,,
50.0669596,19.9236431,,artwork,,,,,,
50.0670674,19.9235933,Ptak duży,artwork,,,,,,
50.0679268,19.9241745,,artwork,,,,,,
50.0683412,19.9238331,,artwork,,,,,,
50.0688121,19.9251520,Nie jestem sama,artwork,,,,,,
50.0688763,19.9238101,Para,artwork,,,,,,
50.0613765,19.9244243,,artwork,,,,,,
50.0615393,19.9243400,,artwork,,,,,,
50.0917806,19.9406002,Hotel Kościuszko,hotel,,,,,,
50.0566120,19.9473657,Hotel Leone,hotel,,,,,,
50.0567342,19.9461238,Old Town,hotel,,,,,,
50.0560744,19.9357298,Otto Nikodym & Stefan Banach,artwork,memorial,bench,,,,
50.0559013,19.9383933,Słup Pokoju,artwork,,,,,,
50.0602667,19.9347446,Unikat,motel,,,,,,
50.0612541,19.9337694,,artwork,,,,,,
50.0612901,19.9337989,,artwork,,,,,,
50.0613549,19.9334313,,artwork,,,,,,
50.0446208,19.9575477,Mury Getta żydowskiego,attraction,memorial,,,,,
50.0771414,19.9936680,EM-10 Bielik,attraction,aircraft,,,,,
50.0775445,19.9921426,SAAB J35J Draken,attraction,aircraft,,,,,
50.0775615,19.9934815,WSK TS-11 Iskra,attraction,aircraft,,,,,
50.0776259,19.9921912,SAAB AJSF 37 Viggen,attraction,aircraft,,,,,
50.0776466,19.9933799,WSK Lim-1,attraction,aircraft,,,,,
50.0774743,19.9921011,Canadair CF-104 Starfighter,attraction,aircraft,,,,,
50.0777250,19.9916170,Ilyushin Il-14S,attraction,aircraft,,,,,
50.0768703,19.9922683,Lisunow Li-2,attraction,aircraft,,,,,License-built Soviet-version of the Douglas DC-3.
50.0778074,19.9910201,Republic F-84F Thunderstreak,attraction,aircraft,,,,,
50.0778263,19.9914235,Hawker Siddeley Harrier GR3,attraction,aircraft,,,,,
50.0778799,19.9933759,WSK Lim-2,attraction,aircraft,,,,,
50.0779160,19.9911561,LTV A-7P Corsair II,attraction,aircraft,,,,,
50.0779476,19.9919935,Ilyushin Il-28R,attraction,aircraft,,,,,
50.0779862,19.9933507,WSK SBLim-2,attraction,aircraft,,,,,
50.0780122,19.9917060,Ilyushin SIl-28,attraction,aircraft,,,,,
50.0780912,19.9933418,WSK SBLim-2A,attraction,aircraft,,,,,
50.0781465,19.9914243,Jakowlew Jak-40,attraction,aircraft,,,,,
50.0781843,19.9933297,Mikojan MiG-15UTI,attraction,aircraft,,,,,
50.0781495,19.9931347,,attraction,aircraft,,,,,
50.0782793,19.9933134,WSK Lim-5R,attraction,aircraft,,,,,
50.0783763,19.9932957,WSK Lim-6Bis,attraction,aircraft,,,,,
50.0783858,19.9931459,,attraction,aircraft,,,,,
50.0784816,19.9932793,WSK Lim-6MR,attraction,aircraft,,,,,
50.0785481,19.9909807,Mikojan MiG-29GT,attraction,aircraft,,,,,
50.0785959,19.9932744,WSK Lim-6M,attraction,aircraft,,,,,
50.0786504,19.9916792,Sukhoj Su-22UM3K,attraction,aircraft,,,,,
50.0786533,19.9909775,Sukhoi Su-22M-4,attraction,aircraft,,,,,
50.0786597,19.9912047,Mikojan MiG-23MF,attraction,aircraft,,,,,
50.0786756,19.9932557,Mikojan MiG-19PM,attraction,aircraft,,,,,
50.0786796,19.9918780,Sukhoj Su-22M-4,attraction,aircraft,,,,,
50.0786636,19.9903426,,attraction,aircraft,,,,,
50.0787241,19.9922998,Mikojan MiG-21bis,attraction,aircraft,,,,,
50.0787231,19.9906821,WSK Mi-2R,attraction,aircraft,,,,,
50.0787312,19.9924991,Mikojan MiG-21M,attraction,aircraft,,,,,
50.0787309,19.9903035,WSK Mi-2T Wiarus,attraction,aircraft,,,,,
50.0787330,19.9926582,,attraction,aircraft,,,,,
50.0787353,19.9928180,,attraction,aircraft,,,,,
50.0787461,19.9912524,Sukhoj Su-20,attraction,aircraft,,,,,
50.0787640,19.9902844,,attraction,aircraft,,,,,
50.0787765,19.9914469,Sukhoj Su-7UM,attraction,aircraft,,,,,
50.0787805,19.9916689,Sukhoj Su-7BKŁ,attraction,aircraft,,,,,
50.0787894,19.9918798,Sukhoj Su-7BM,attraction,aircraft,,,,,
50.0788196,19.9920145,Mikojan MiG-21US,attraction,aircraft,,,,,
50.0788272,19.9906081,PZL-101 Gawron,attraction,aircraft,,,,,
50.0788343,19.9902509,,attraction,aircraft,,,,,
50.0788269,19.9921696,Mikojan MiG-21U,attraction,aircraft,,,,,
50.0788312,19.9923425,Mikojan MiG-21MF,attraction,aircraft,,,,,
50.0788391,19.9925156,Mikojan MiG-21R,attraction,aircraft,,,,,
50.0788536,19.9926855,Mikojan MiG-21PFM,attraction,aircraft,,,,,
50.0788614,19.9928630,Mikojan MiG-21PF,attraction,aircraft,,,,,
50.0788701,19.9930368,Mikojan MiG-21F-13,attraction,aircraft,,,,,
50.0790578,19.9899427,Antonov An-26,attraction,aircraft,,,,,
50.0790910,19.9904161,PZL-106AR Kruk,attraction,aircraft,,,,,
50.0792724,19.9903468,WSK PZL An-2R,attraction,aircraft,,,,,
50.0794574,19.9902828,PZL M-15 Belphegor,attraction,aircraft,,,,,
50.0768761,19.9904302,Mil Mi-8PS,attraction,aircraft,,,,,
50.0433808,19.9460055,"Pensjonat ""Stańczyk""",guest_house,,,,,,
50.0456837,19.9525865,Stanisław Lem,artwork,,,,,,
50.0416325,19.9612109,,artwork,,,,,,
50.0460592,19.9503439,,artwork,,,,,,
50.0446202,19.9387570,,artwork,,,,,,
50.0503135,19.9483610,Judah,artwork,,,,,,
50.0427281,19.9588192,,viewpoint,,,,,,
50.0603522,19.9300458,Fortuna Bis,hotel,,,,,,
50.0573677,19.9273037,Metropolis Design Hotel,hotel,,,,,,
50.0870424,19.9755728,,artwork,,,,,,Serce Quattro - Pamięci Piotra Michalskiego
50.0486567,19.9510636,Puryfikacja,artwork,,,,,,
50.0839387,19.9343671,Aspel,hotel,,,,,,
50.0518002,19.9403535,Alef,hotel,,,,,,
50.0576055,19.9434573,Hotel Pugetów,hotel,,,,,,
50.0564123,19.9064163,Przy Błoniach,guest_house,,,,,,
50.0641955,19.9392289,Fresk dawnej kaplicy,artwork,,,,,,
50.0673626,19.9389342,Jordan Guest Rooms,hostel,,,,,,
50.0649588,19.9343643,Hostel Yellow,hotel,,,,,,
50.0668656,19.9386982,ApartHotel Maria,guest_house,,,,,,
50.0547557,19.9436352,Orange Hostel,hostel,,,,,,
50.0594483,19.9379091,,information,,,,,,
50.0681913,19.9278042,,hotel,,,,,,
50.0663995,19.9401792,Submarine Hostel,hostel,,,,,,
50.0597801,19.9375194,Rezydent,hotel,,,,,,
50.0528109,19.9495267,Kracow Residence,hotel,,,,,,
50.0654621,19.9336741,Amber,hotel,,,,,,
50.0650052,19.9442545,Aparthotel Basztowa,hotel,,,,,,
50.0863409,19.9553638,,information,,,,,,
50.0543705,19.9489732,Good Bye Lenin,hostel,,,,,,
50.0589701,19.9376306,,information,,,,,,
50.0644028,19.9573898,Muzeum Paleobotaniczne UJ,museum,,,,,,
50.0642399,19.9577676,Zielnik Uniwersytetu Jagiellońskiego,museum,,,,,,
50.0596033,19.9380154,Lustrzany Labirynt,attraction,,,,,,
50.0564088,19.9458773,Hotel Globus,hotel,,,,,,
50.0774622,19.9931291,,information,,,,,,
50.0775627,19.9933985,,information,,,,,,
50.0776214,19.9933288,,information,,,,,,
50.0787017,19.9906386,,information,,,,,,
50.0789308,19.9904775,,information,,,,,,
50.0790165,19.9901045,,information,,,,,,
50.0790757,19.9903795,,information,,,,,,
50.0792698,19.9902692,,information,,,,,,
50.0794319,19.9901756,,information,,,,,,
50.0848872,19.9854795,,viewpoint,,,,,,
50.0770977,19.9921775,Amiot AAC.1 Toucan,attraction,aircraft,,,,,License-built French-version of the Junkers JU-52/3M.
50.0642838,19.9819626,Hampton by Hilton Krakow,hotel,,,,,,
50.0569478,19.9386800,Wahadło Foucaulta,attraction,,,,,,
50.0683959,19.9489416,,information,,,,,,
50.0657064,19.9515091,Rakowicka Residence,hotel,,,,,,
50.0432770,19.9091394,Pomnik Elvisa Presleya,artwork,,,,,,
50.0430190,19.9090807,Uroczysko Skałki Twardowskiego,information,,,,,,
50.0604418,19.9355099,Apartamenty Golebia3,apartments,,,,,,Seven self-contained one or two bedroom apartments newly fitted-out in a historic building.
50.0479497,19.9301280,,artwork,,,,,,
50.0506407,19.9320786,,artwork,,,,,,
50.0667047,19.9427939,Roller Hostel,hostel,,,,,,
50.0599312,19.9378237,Galeria Coco Art,gallery,,,,,,
50.0548363,19.8927871,,museum,,,,,,
50.0542558,19.8943237,,museum,,,,,,
50.0546591,19.9344961,Muzeum Katedralne im. Jana Pawła II,museum,,,,,,
50.0527374,19.9398415,Muzeum Flipperów,museum,,,amusement_arcade,,,Pierwsze w Polsce muzeum fliperów
50.0641425,19.9231397,Muzeum Geologiczne WGGiOŚ AGH,museum,,,,,,
50.0672921,19.9186916,,artwork,,,,,,
50.0669491,19.9382534,Dom Franciszkański San Antonio,hotel,,,,,,
50.0667679,19.9383018,Hostel Amber,hostel,,,,,,
50.0617330,19.9375856,Galeria Sztuki Polskiej XIX wieku,museum,,,,,,
50.0625095,19.9353005,Residence9,hotel,,,,,,
50.0597362,19.9301084,,artwork,,,,,,
50.0597401,19.9303196,,artwork,,,,,,
50.0597659,19.9304253,,artwork,,,,,,
50.0597953,19.9302648,,artwork,,,,,,
50.0598157,19.9304088,,artwork,,,,,,
50.0572968,19.9761772,Aparthotel Bajeczna,guest_house,,,,,,
50.0580513,19.9388050,Mosquito Old Town Apartments,hostel,,,,,,
50.0531168,19.9433449,Dream Hostel,hotel,,,,,,
50.0707155,19.9248699,Premium Hostel,hostel,,,,,,
50.0529977,19.9339957,,viewpoint,,,,,,
50.0526231,19.9347601,,viewpoint,,,,,,
50.0669941,19.9372728,sereno apartments,hotel,,,,,,
50.0701090,19.9192820,Lux Aparthotel,hotel,,,,,,
50.0401646,19.9421791,Chilli hostel,hostel,,,,,,
50.0635909,19.9465022,Kraków Apartamenty,guest_house,,,,,,
50.0613744,19.9417126,Muzeum i Archiwum Marii Angeli Truszkowskiej,museum,,,,,,
50.0625139,19.9361345,Polonia Wax,museum,,,,,,Muzeum figur woskowych
50.0657841,19.9567212,Nàscita di Eros,artwork,,,,,,
50.0571267,19.9378189,Luci di Nara,artwork,,,,,,
50.0889059,19.9141288,Aleja Murali ku czci Żołnierzy Wyklętych,gallery,,,,,,
50.0466863,19.9030248,Adam,camp_site,,,,,,
50.0587553,19.9376744,Aparthotel Grodzka 21,hotel,,,,,,
50.0550023,19.9088530,Dom Zwierzyniecki,museum,,,,,,Dom Zwierzyniecki - Oddział Muzeum Historycznego Miasta Krakowa
50.0515743,19.9485398,Mapa centrum Krakowa,information,,,,,,
50.0509255,19.9489258,E.M. Lilien,artwork,,,,,,
50.0620973,19.9378327,makieta Sukiennic,information,,,,,,makieta wraz z opisem w alfabecie Braille’a
50.0538587,19.9333469,,viewpoint,,,,,,
50.0509794,19.9463500,Kazimierskie Murale Historyczne,artwork,,,,,,
50.0522384,19.9386690,,attraction,memorial,,,,,
50.0445077,19.9455636,Dom Kultury „Podgórze”,attraction,memorial,,,,,
50.0451959,19.9639838,,attraction,memorial,,,,,
50.0472700,19.9563727,Wysokość Wisły 1903,attraction,memorial,,,,,
50.0498659,19.9566748,,attraction,memorial,,,,,
50.0514568,19.9384671,,attraction,memorial,,,,,
50.0520162,19.9155980,,attraction,memorial,,,,,
50.0520181,19.9155914,,attraction,memorial,,,,,
50.0520220,19.9155960,,attraction,memorial,,,,,
50.0530189,19.9378176,,attraction,memorial,,,,,
50.0535276,19.9386081,,attraction,memorial,,,,,
50.0555112,19.9315215,,attraction,memorial,,,,,
50.0555136,19.9315299,,attraction,memorial,,,,,
50.0555179,19.9315240,,attraction,memorial,,,,,
50.0586951,19.9296711,,attraction,memorial,,,,,
50.0598146,19.9267779,,attraction,memorial,,,,,
50.0598259,19.9268022,,attraction,memorial,,,,,
50.0605470,19.9360783,Pergamin Apartments,hotel,,,,,,
50.0566661,19.9185416,,hotel,,,,,,
50.0707757,19.9248071,Muzeum Historyczne Miasta Krakowa Ulica Pomorska,museum,,,,,,
50.0629926,19.9452176,One World Hostel,hostel,,,,,,
50.0593734,19.9368224,Location ApartHostel,hostel,,,,,,
50.0494059,19.9031191,Zajazd Grenadier,motel,,,,,,
50.0558911,19.8874882,Geologia zrębu Sowińca,information,,,,,,
50.0625466,19.9380634,Local Info and Tours Center,information,,,,,,
50.0643684,19.9236322,Pomnik górników,artwork,,,,,,statue of miners
50.0646015,19.9237262,Pomnik hutników,artwork,,,,,,statue of miners
50.0712271,19.9364339,Galeria,apartment,,,,,,
50.0567090,19.8979413,,viewpoint,,,,,,
50.0580117,19.9311812,Hollywood,hostel,,,,,,
50.0596523,19.9375380,Hotel Jan,hotel,,,,,,
50.0595217,19.9375628,Boutique Aparthotel,hotel,,,,,,
50.0631497,19.9345741,Hostel Faust,hostel,,,,,,
50.0620503,19.9347506,The Little Havana Party Hostel,hostel,,,,,,
50.0624289,19.9386097,Betmanowska Residence,hotel,,,,,,
50.0638689,19.9379901,Old Town Hotel,hotel,,,,,,
