48.8310245,2.4177516,Poudou,attraction,,,,,,
48.8329881,2.4174663,Singe laineux,attraction,,,,,,
48.8333984,2.4175290,Tapir terrestre,attraction,,,,,,
48.8343102,2.4198980,Vautour fauve,attraction,,,,,,
48.8317106,2.4183953,Zèbre de Grévy,attraction,,,,,,
48.8329512,2.4188299,Autruche,attraction,,,,,,
48.8321129,2.4185267,Addax,attraction,,,,,,
48.8313143,2.4186572,Grand Calao terrestre,attraction,,,,,,
48.8324979,2.4186344,Grue couronnée,attraction,,,,,,
48.8317571,2.4175394,Manchot de Humboldt,attraction,,,,,,
48.8317433,2.4169203,Nandou de Darwin,attraction,,,,,,
48.8320654,2.4172845,Otarie à crinière,attraction,,,,,,
48.8312960,2.4179519,Puma,attraction,,,,,,
48.8315124,2.4188586,Rhinocéros blanc,attraction,,,,,,
48.8325184,2.4169483,,picnic_site,,,,,,
48.8330446,2.4150707,,information,,,,,,
48.8337230,2.4186470,Aigrette garzette,attraction,,,,,,
48.8333367,2.4172979,Ara hyacinthe,attraction,,,,,,
48.8336560,2.4186800,Avocette élégante,attraction,,,,,,
48.8336347,2.4185416,Calao trompette,attraction,,,,,,
48.8335914,2.4187338,Chevalier gambette,attraction,,,,,,
48.8337427,2.4188073,Cigogne d'Abdim,attraction,,,,,,
48.8335590,2.4186222,Dendrocygne fauve,attraction,,,,,,
48.8335487,2.4188435,Echasse blanche,attraction,,,,,,
48.8335036,2.4187406,Flamant rose,attraction,,,,,,
48.8334640,2.4157080,Fossa,attraction,,,,,,
48.8331122,2.4160451,Grand Hapalémur,attraction,,,,,,
48.8336902,2.4187471,Héron garde-bœuf,attraction,,,,,,
48.8337317,2.4187481,Ibis chauve,attraction,,,,,,
48.8337548,2.4187199,Ibis falcinelle,attraction,,,,,,
48.8338687,2.4201002,Loutre d'Europe,attraction,,,,,,
48.8326519,2.4166656,Lémur catta,attraction,,,,,,
48.8326860,2.4169133,Lémur couronné,attraction,,,,,,
48.8327492,2.4168463,Lémur vari roux,attraction,,,,,,
48.8325870,2.4165354,Lémur à ventre roux,attraction,,,,,,
48.8340761,2.4198391,Milan royal,attraction,,,,,,
48.8336728,2.4186090,Ombrette,attraction,,,,,,
48.8336260,2.4188171,Pigeon de Guinée,attraction,,,,,,
48.8332675,2.4157670,Roussette paillée africaine,attraction,,,,,,
48.8335077,2.4186125,Sarcelle hottentote,attraction,,,,,,
48.8335388,2.4186801,Souchet d'Europe,attraction,,,,,,
48.8336930,2.4185390,Spatule d'Afrique,attraction,,,,,,
48.8336694,2.4188689,Tantale ibis,attraction,,,,,,
48.8327045,2.4163472,Tortue rayonnée,attraction,,,,,,
48.8335913,2.4185543,Touraco violet,attraction,,,,,,
48.8336099,2.4188822,Vanneau armé,attraction,,,,,,
48.8342155,2.4199097,Vautour moine,attraction,,,,,,
48.8341778,2.4198114,Vautour percnoptère,attraction,,,,,,
48.8338149,2.4198954,Vivarium européen,attraction,,,,,,
48.8766674,2.3587492,Hôtel Kyriad,hotel,,,,,,
48.8767947,2.3606473,,information,,,,,,
48.8768022,2.3606183,,information,,,,,,
48.8768252,2.3603913,,information,,,,,,
48.8768085,2.3605907,,information,,,,,,
48.8768297,2.3603749,,information,,,,,,
48.8768156,2.3605592,,information,,,,,,
48.8768339,2.3603587,,information,,,,,,
48.8768713,2.3603319,,information,,,,,,
48.8769954,2.3603299,,information,,,,,,
48.8769959,2.3606135,,information,,,,,,
48.8770038,2.3602985,,information,,,,,,
48.8770278,2.3601437,,information,,,,,,
48.8770311,2.3601304,,information,,,,,,
48.8771008,2.3606061,,information,,,,,,
48.8771108,2.3605680,,information,,,,,,
48.8771349,2.3608204,,information,,,,,,
48.8771439,2.3607872,,information,,,,,,
48.8771944,2.3602510,,information,,,,,,
48.8772016,2.3602172,,information,,,,,,
48.8772390,2.3600824,,information,,,,,,
48.8772473,2.3600477,,information,,,,,,
48.8772819,2.3599180,,information,,,,,,
48.8772919,2.3598824,,information,,,,,,
48.8773282,2.3597477,,information,,,,,,
48.8773382,2.3597087,,information,,,,,,
48.8773744,2.3595782,,information,,,,,,
48.8773828,2.3595426,,information,,,,,,
48.8774168,2.3594197,,information,,,,,,
48.8774263,2.3593748,,information,,,,,,
48.8774630,2.3592468,,information,,,,,,
48.8774720,2.3592078,,information,,,,,,
48.8775054,2.3590824,,information,,,,,,
48.8775149,2.3590392,,information,,,,,,
48.8775517,2.3589104,,information,,,,,,
48.8775617,2.3588688,,information,,,,,,
48.8775935,2.3587460,,information,,,,,,
48.8776052,2.3587044,,information,,,,,,
48.8776358,2.3585756,,information,,,,,,
48.8776458,2.3585366,,information,,,,,,
48.8628277,2.3099141,Le messager,artwork,,,,,,
48.8668890,2.2789360,,attraction,,,,,tree,
48.8497393,2.3381789,Hôtel Michelet Odéon,hotel,,,,,,
48.8493283,2.3379590,Centre d'Information et de Documentation de l'Ambassade d'Allemagne,information,,,,,,
48.8635861,2.3573719,Jules et Jim,hotel,,,,,,
48.8487972,2.3410105,Trianon Rive gauche,hotel,,,,,,
48.8663034,2.2866997,Radisson Blu Le Dokhan's Hotel,hotel,,,,,,
48.8183708,2.2918033,,information,,,,,,
48.8184224,2.2921216,,information,,,,,,
48.8180693,2.2917348,,information,,,,,,
48.8185983,2.2924452,,information,,,,,,
48.8138086,2.2731186,,information,,,,,,
48.8138875,2.2729901,,information,,,,,,
48.8142976,2.2753217,,information,,,,,,
48.8176788,2.3257634,,information,,,,,,
48.8645222,2.2823193,Plaza Tour Eiffel,hotel,,,,,,
48.8684553,2.3152488,Grille du Coq,attraction,,,,,,
48.8751536,2.3764636,Beautiful Belleville,hostel,,,,,,
48.8780091,2.3872453,Adagio Aparthotel,hotel,,,,,,
48.8748810,2.3275025,,information,,,,,,
48.8748632,2.3275145,,information,,,,,,
48.8748647,2.3280191,,information,,,,,,
48.8749672,2.3275252,,information,,,,,,
48.8749465,2.3275093,,information,,,,,,
48.8748458,2.3279940,,information,,,,,,
48.8749322,2.3280243,,information,,,,,,
48.8749516,2.3280042,,information,,,,,,
48.8751248,2.3275195,,information,,,,,,
48.8750937,2.3275202,,information,,,,,,
48.8751085,2.3280534,,information,,,,,,
48.8748278,2.3285317,,information,,,,,,
48.8751882,2.3275264,,information,,,,,,
48.8752190,2.3275108,,information,,,,,,
48.8750877,2.3280029,,information,,,,,,
48.8748325,2.3290868,,information,,,,,,
48.8749366,2.3285305,,information,,,,,,
48.8751734,2.3280640,,information,,,,,,
48.8752039,2.3280228,,information,,,,,,
48.8749053,2.3290777,,information,,,,,,
48.8750510,2.3291746,,information,,,,,,
48.8750814,2.3290937,,information,,,,,,
48.8748060,2.3297349,,information,,,,,,
48.8751768,2.3291743,,information,,,,,,
48.8751400,2.3290999,,information,,,,,,
48.8748969,2.3297431,,information,,,,,,
48.8750361,2.3297434,,information,,,,,,
48.8751580,2.3297436,,information,,,,,,
48.8749731,2.3262040,,information,,,,,,
48.8750175,2.3262781,,information,,,,,,
48.8749862,2.3264550,,information,,,,,,
48.8750254,2.3262731,,information,,,,,,
48.8751113,2.3262493,,information,,,,,,
48.8751034,2.3265085,,information,,,,,,
48.8750748,2.3285393,,information,,,,,,
48.8751900,2.3285589,,information,,,,,,
48.8425624,2.3243275,Timhotel,hotel,,,,,,
48.8754147,2.3888922,Hôtel de la Perdrix Rouge,hotel,,,,,,
48.8323874,2.3855917,,artwork,,,,,,
48.8436267,2.3524487,Best Western Quartier Latin,hotel,,,,,,
48.8464533,2.3058161,Hôtel Villa Garibaldi,hotel,,,,,,
48.8552220,2.3306960,Académie Hotel,hotel,,,,,,
48.8349736,2.3602946,Citadines Austerlitz Paris,hotel,,,,,,
48.8279496,2.3689120,Le Richemont,hotel,,,,,,
48.8704582,2.3268384,Hôtel du Triangle d'Or,hotel,,,,,,
48.8592935,2.3509403,Chuuuttt !!!,artwork,,,,,,
48.8480250,2.3424208,Hôtel Cluny-Sorbonne,hotel,,,,,,
48.8808514,2.3023626,Hôtel Noir,hotel,,,,,,
48.8681579,2.3004143,Hôtel de Sers,hotel,,,,,,
48.8548818,2.3332071,Hôtel Bel Ami,hotel,,,,,,
48.8683305,2.3330172,Hôtel Edouard 7,hotel,,,,,,
48.8613358,2.2863597,Hôtel Eiffel Trocadero,hotel,,,,,,
48.8591494,2.2846290,Hôtel Franklin,hotel,,,,,,
48.8145424,2.3599737,Le Diplomate,hotel,,,,,,
48.8139510,2.3804810,Pacha Mama,artwork,,,,,,
48.8763033,2.3463522,Golden Hotel,hotel,,,,,,
48.8596575,2.4078391,Auberge de jeunesse Hi Paris Le d'Artagnan,hostel,,,,,,
48.8307196,2.4193991,,picnic_site,,,,,,
48.8580962,2.3529365,duO,hotel,,,,,,
48.8206822,2.3063748,,hotel,,,,,,
48.8707450,2.2933072,The Peninsula Paris,hotel,,,,,,
48.8400097,2.2848391,Hôtel Mon Rêve Amadeus,hotel,,,,,,
48.8223695,2.3345505,Hôtel du Parc Montsouris,hotel,,,,,,
48.8820254,2.3930627,La Moisson,artwork,,,,,,
48.8683911,2.2918704,Proust (dernier lieu de vie et décès),attraction,,,,,,
48.8762675,2.3826909,Espace Reine de Saba,museum,,,,,,
48.8399878,2.3205257,Gare Montparnasse,information,,,,,,
48.8779414,2.2955547,Best Western Empire Élysées,hotel,,,,,,
48.8423448,2.4010169,,information,,,,,,Plan du 12e arrondissement
48.8176524,2.3982943,City Residence Appart Hôtel,hotel,,,,,,
48.8593971,2.2870615,Luís de Camões,artwork,,,,,,
48.8582177,2.3718944,La Finca,hotel,,,,,,
48.8522178,2.3465210,Galerie Mailletz,gallery,,,,,,
48.8565568,2.3059811,Hôtel du Cadran,hotel,,,,,,
48.8640279,2.3450171,Musée du Barreau,museum,,,,,,
48.8435231,2.3731854,Maison de la RATP,museum,,,,,,
48.8550397,2.3870757,Galerie du Génie de la Bastille,gallery,,,,,,
48.8413840,2.3660900,SNCF,information,,,,,,
48.8414018,2.3660756,SNCF,information,,,,,,
48.8413666,2.3659356,SNCF,information,,,,,,
48.8414829,2.3657668,SNCF,information,,,,,,
48.8414909,2.3657590,SNCF,information,,,,,,
48.8420874,2.3650036,SNCF,information,,,,,,
48.8411188,2.3661118,,information,,,,,,
48.8411908,2.3662280,,information,,,,,,
48.8412210,2.3663067,,information,,,,,,
48.8412754,2.3664470,,information,,,,,,
48.8413063,2.3665272,,information,,,,,,
48.8413513,2.3666445,,information,,,,,,
48.8413684,2.3665417,,information,,,,,,
48.8413746,2.3665363,,information,,,,,,
48.8413733,2.3665545,,information,,,,,,
48.8414266,2.3662109,,information,,,,,,
48.8413798,2.3665488,,information,,,,,,
48.8414137,2.3661451,,information,,,,,,
48.8414848,2.3656025,,information,,,,,,
48.8413451,2.3659129,,information,,,,,,
48.8414752,2.3658602,,information,,,,,,
48.8413215,2.3658513,,information,,,,,,
48.8415151,2.3654891,,information,,,,,,
48.8415232,2.3654818,,information,,,,,,
48.8417767,2.3667902,,information,,,,,,
48.8418751,2.3668791,,information,,,,,,
48.8418892,2.3668640,,information,,,,,,
48.8419030,2.3668488,,information,,,,,,
48.8419993,2.3667344,,information,,,,,,
48.8422598,2.3665229,,information,,,,,,
48.8423207,2.3664563,,information,,,,,,
48.8423451,2.3664378,,information,,,,,,
48.8423691,2.3664156,,information,,,,,,
48.8208661,2.3326924,,information,,,,,,
48.8213634,2.3309274,,information,,,,,,
48.8199947,2.3340110,,information,,,,,,
48.8464827,2.3371780,Scheurer-Kestner,artwork,,,,,,"Ce monument fut commandé au sculpteur Dalou en 1899, fini par ses élèves et inauguré le 11 février 1908. Orné à sa base d'un médaillon représentant le sénateur Scheurer-Kestner et flanqué des figures de la Justice et de la Vérité."
48.8463905,2.3363630,Valentine de Milan,artwork,,,,,,
48.8468373,2.3383585,Vulcain,artwork,,,,,,
48.8485721,2.3332278,Ludwig Van Beethoven,artwork,,,,,,
48.8478277,2.3386193,L'acteur Grec,artwork,,,,,,"Cette statue provient du théâtre de l’Odéon, avant d’être exposée dans le jardin du Luxembourg. L’acteur, un masque relevé sur le front, répète son rôle en récitant son texte écrit sur un parchemin."
48.8461568,2.3395031,Gustave Flaubert,artwork,,,,,,
48.8468103,2.3357216,Blanche de Castille,artwork,,,,,,"Cette statue a été commandée à l'artiste en vertu d'un arrêté ministériel en date du 19 septembre 1843, moyennant la somme de 12.000 F ; elle a terminée le 28 juillet 1848, bien qu'elle soit datée de 1850."
48.8469497,2.3383654,Calliope,artwork,,,,,,"Cette sculpture aurait été rapportée en France par le Maréchal Pélissier, duc de Malakoff, à la suite du siège de Sébastopol en 1855-56"
48.8452592,2.3354830,Pierre Mendès France,artwork,,,,,,
48.8460248,2.3371345,Diane à la biche,artwork,,,,,,"Cette statue de Diane, déesse de la chasse dans la mythologie romaine, ornait la tête du parterre du Jardin sous le Premier Empire. Elle a été gravée par Reveil dans ""Musée de peinture et de sculpture"" (Edition Morel, tome IX, planche 6)."
48.8453981,2.3341896,Le Poète,artwork,,,,,,"Cette oeuvre a été mise en Dépôt par le Musée Zadkine. Mise en place le 22 novembre 1991, elle a été érigée sur l'emplacement de la statue de Le Sueur par Husson (décision de Questure n°91.509 du 24 avril 1991)."
48.8475720,2.3398104,Le Faune dansant,artwork,,,,,,"Cette oeuvre pleine de vie inspira à Théophile Gautier ces propos : ""C’est une oeuvre de premier ordre. Son Faune musclé vigoureusement, mais sans exagération, est d’une anatomie irréprochable""."
48.8486617,2.3387029,Henri Mürger,artwork,,,,,,
48.8463893,2.3380952,Jeanne d'Albret,artwork,,,,,,
48.8471771,2.3396184,Leconte de Lisle,artwork,,,,,,Ce monument a figuré au Salon du Palais de l'Industrie en 1897. Les travaux en vue de son implantation dans le Jardin du Luxembourg ont été décidés lors d'une réunion de questure en date du 4 juin 1898. Il a été inauguré en juillet de la même année.
48.8460317,2.3363506,Marie de Médicis,artwork,,,,,,
48.8476300,2.3363291,Sainte-Clotilde,artwork,,,,,,
48.8482859,2.3387102,La Famille d'Adam,artwork,,,,,,
48.8458405,2.3363422,Laure de Noves,artwork,,,,,,"Inspiratrice et muse de Pétrarque, Laure de Noves est représentée sous la forme d’une amoureuse, tête penchée, perdue dans ses rêves. Le feuillet qu’elle tient dans sa main droite est sans doute un poème de Pétrarque ?"
48.8453389,2.3363948,Le Play,artwork,,,,,,"Cette statue a été érigée en 1906. Suivant la loi du 11/10/1941, l'administration décide de refondre la statue de Le Play et celle de Léon Cladel. Seule celle de Le Play sera retrouvée, en 1945. Elle sera remise en place en 1947"
48.8452522,2.3349253,Comtesse de Ségur,artwork,,,,,,
48.8471740,2.3358116,Anne d'Autriche,artwork,,,,,,
48.8465457,2.3359815,Anne de Beaujeu,artwork,,,,,,
48.8474602,2.3362581,Anne de Bretagne,artwork,,,,,,
48.8468948,2.3379724,David,artwork,,,,,,
48.8475098,2.3363320,Marguerite de Provence,artwork,,,,,,
48.8462227,2.3363586,Marguerite d'Angoulême,artwork,,,,,,
48.8472487,2.3378717,Marius dans les ruines de Carthage,artwork,,,,,,"Cette statue, commandée par le ministère de l'Intérieur pour prendre place dans le Jardin du Luxembourg, a figuré au Salon de 1861 (n°3634); elle a été réexposée à l'Exposition Universelle de 1867 (n°840)."
48.8472888,2.3365645,Minerve,artwork,,,,,,"L'original faisait partie de la collection Grey, en Angleterre. Une lance placée verticalement le long du corps, à gauche, existait dans cet original et manque au Jardin du Luxembourg."
48.8452328,2.3345444,Louis Ratisbonne,artwork,,,,,,"L'érection dans le Jardin du Luxembourg d'un monument à la mémoire du poète Louis Ratisbonne, ancien bibliothécaire au Palais du Luxembourg, a été décidée lors de la réunion de Questure du 28 novembre 1911."
48.8461491,2.3397418,Velléda,artwork,,,,,,"Sur les conseils d’Alphonse de Gisors est commandée la statue de Velleda, druidesse qui s’éprend de son ennemi, le jeune Eudore, officier romain. Appuyée contre un arbre, elle contemple la demeure d’Eudore, avant de se suicider."
48.8469368,2.3364299,Venus,artwork,,,,,,Cette statue a été mise en place lors des travaux de réaménagement du jardin rendus nécessaire par l'agrandissement du Palais du Luxembourg sur sa façade sud dans les années 1840.
48.8481196,2.3378528,Sainte-Suzanne,artwork,,,,,,
48.8483860,2.3334880,Stefan Zweig,artwork,,,,,,"Le buste de Stephan Zweig a été inauguré le 9 décembre 2003. Le Sénat, en commandant cette oeuvre, a voulu honorer la mémoire de l'écrivain et humaniste autrichien qui, lors de son premier voyage en France en 1902, s'était ""promis Paris comme récompense""."
48.8458453,2.3334542,Frédéric Chopin,artwork,,,,,,
48.8470651,2.3360769,"Junon, Reine du Ciel",artwork,,,,,,"L'original, en marbre de Paros, est conservé à Rome, au Musée du Capitole. Il est gravé dans ""Musée de sculpture de Clarac"" (tome III, planche 417). Un inventaire daté de l'an XI signale l'existence d'une statue de Junon ornant le Jardin."
48.8482359,2.3348481,La Peinture,artwork,,,,,,
48.8461976,2.3390678,"Le cri, l'écrit",artwork,,,,,,"Inaugurée par Messieurs Jacques Chirac et Nicolas Sarkozy, Présidents de la République sortant et nouvellement élu, le 10 mai 2007, ce monument créé par Fabrice Hyber ""Le cri, l'écrit"" vise à commémorer l’abolition de l’esclavage."
48.8451900,2.3342641,Monument à Watteau,artwork,,,,,,
48.8483800,2.3387323,Étudiants morts dans la Résistance,artwork,,,,,,"L’artiste s’est inspiré du chant des Partisans ""Ami, si tu tombes, un ami sort de l’ombre à ta place"". Le monument se présente comme le symbole du sacrifice de la jeunesse."
48.8479651,2.3381550,Femme aux Pommes,artwork,,,,,,"Des modèles en ronde bosse marquent chez cet artiste, bien que confronté aux drames de deux guerres mondiales, une affirmation du bonheur possible et une confiance indéflectible en la nature humaine."
48.8465801,2.3366578,Flore,artwork,,,,,,
48.8462365,2.3381946,Le Marchand de Masques,artwork,,,,,,"Le socle présente les masques de Corot, Dumas, Berlioz, Carpeaux, Faure, Delacroix, Balzac et Barbey d'Aurevilly. à la main gauche Victor Hugo. 3 masques au poignet droit ont disparu : Gambetta, Gounod et de Théodore de Banville."
48.8485450,2.3350368,Les Trois Grâces,artwork,,,,,,Cette statue a été attribuée à titre de dépôt à la Présidence du Sénat en 1950. Elle provient du dépôt des oeuvres d'art de l'Etat.
48.8482530,2.3339623,Phidias,artwork,,,,,,
48.8465553,2.3376870,Flore,artwork,,,,,,
48.8487703,2.3343787,Femme se regardant dans un miroir,artwork,,,,,,Pièce de l'artiste hongrois Ludwig Georges Matrai
48.8487193,2.3360063,Flore,artwork,,,,,,Cette statue surmontant la fontaine du jardin de la Présidence du Sénat (ou Petit Luxembourg) a été mise en place sous le Premier Empire.
48.8471942,2.3399558,Il Dispetto,artwork,,,,,,"Il dispetto, signifiant en italien ""le dépit"" est symbolisé par un jeune musicien assis, le pied posé sur une lyre."
48.8485213,2.3381164,Le Silence,artwork,,,,,,"Connue aussi sous le nom ""Le gaulois"" et non attribuée, cette statue ornait les parterres situés à l'Est du palais avant la construction des Boulingrins, en 1972-73. Elle a été remise en place en 1993."
48.8480579,2.3393487,Léda et son Cygne,artwork,,,,,,
48.8480576,2.3393049,Polyphème surprenant Acis et Galatée,artwork,,,,,,
48.8481196,2.3366169,Psyché sous l'emprise du mystère,artwork,,,,,,
48.8468364,2.3360638,Vénus au Dauphin,artwork,,,,,,
48.8494061,2.3987583,,hotel,,,,,,
48.8399675,2.3918531,Pink Hotel,hotel,,,,,,
48.8414320,2.3664297,,information,,,,,,
48.8411185,2.3191862,,information,,,,,,
48.8674381,2.3966936,Hipotel,hotel,,,,,,
48.8196621,2.3385812,André Honnorat,artwork,memorial,,,,,
48.8357607,2.3019643,Inter-Hôtel Ajiel,hotel,,,,,,
48.8412025,2.3196498,,information,,,,,,
48.8788589,2.3610368,,information,,,,,,
48.8788627,2.3610148,,information,,,,,,
48.8788701,2.3610358,,information,,,,,,
48.8788811,2.3610324,,information,,,,,,
48.8789047,2.3608736,,information,,,,,,
48.8789085,2.3608515,,information,,,,,,
48.8789159,2.3608726,,information,,,,,,
48.8789269,2.3608692,,information,,,,,,
48.8789532,2.3607020,,information,,,,,,
48.8789571,2.3606800,,information,,,,,,
48.8789645,2.3607010,,information,,,,,,
48.8789755,2.3606976,,information,,,,,,
48.8789940,2.3605353,,information,,,,,,
48.8789979,2.3605132,,information,,,,,,
48.8790053,2.3605342,,information,,,,,,
48.8790163,2.3605308,,information,,,,,,
48.8790405,2.3603672,,information,,,,,,
48.8790443,2.3603451,,information,,,,,,
48.8790517,2.3603662,,information,,,,,,
48.8790627,2.3603628,,information,,,,,,
48.8792151,2.3604815,,information,,,,,,
48.8765173,2.3590927,,information,,,,,,
48.8765607,2.3590014,,information,,,,,,
48.8765461,2.3590523,,information,,,,,,
48.8766982,2.3583032,,information,,,,,,
48.8767259,2.3582572,,information,,,,,,
48.8768543,2.3603965,,information,,,,,,
48.8768572,2.3603914,,information,,,,,,
48.8768577,2.3604009,,information,,,,,,
48.8768606,2.3603862,,information,,,,,,
48.8768621,2.3604039,,information,,,,,,
48.8768655,2.3604009,,information,,,,,,
48.8768664,2.3603891,,information,,,,,,
48.8768679,2.3603980,,information,,,,,,
48.8769113,2.3597949,,information,,,,,,
48.8769134,2.3601634,,information,,,,,,
48.8769726,2.3599588,,information,,,,,,
48.8769755,2.3599536,,information,,,,,,
48.8769760,2.3599632,,information,,,,,,
48.8769789,2.3599485,,information,,,,,,
48.8769804,2.3599661,,information,,,,,,
48.8769838,2.3599632,,information,,,,,,
48.8769847,2.3599514,,information,,,,,,
48.8769862,2.3599602,,information,,,,,,
48.8771374,2.3593020,,information,,,,,,
48.8771403,2.3592969,,information,,,,,,
48.8771407,2.3593064,,information,,,,,,
48.8771436,2.3592917,,information,,,,,,
48.8771451,2.3593094,,information,,,,,,
48.8771485,2.3593064,,information,,,,,,
48.8771494,2.3592947,,information,,,,,,
48.8771509,2.3593035,,information,,,,,,
48.8772360,2.3589716,,information,,,,,,
48.8772447,2.3589362,,information,,,,,,
48.8772448,2.3589388,,information,,,,,,
48.8772453,2.3589323,,information,,,,,,
48.8772458,2.3589335,,information,,,,,,
48.8772460,2.3589363,,information,,,,,,
48.8772466,2.3589334,,information,,,,,,
48.8772468,2.3589378,,information,,,,,,
48.8772477,2.3589325,,information,,,,,,
48.8773138,2.3584420,,information,,,,,,
48.8773232,2.3584043,,information,,,,,,
48.8772936,2.3583160,,information,,,,,,
48.8772975,2.3583248,,information,,,,,,
48.8773038,2.3583189,,information,,,,,,
48.8773412,2.3585633,,information,,,,,,
48.8773417,2.3585645,,information,,,,,,
48.8773425,2.3585643,,information,,,,,,
48.8773436,2.3585634,,information,,,,,,
48.8411664,2.3663837,SNCF,information,,,,,,
48.8412149,2.3663413,SNCF,information,,,,,,
48.8412484,2.3663276,SNCF,information,,,,,,
48.8411394,2.3663990,,information,,,,,,
48.8411408,2.3664040,,information,,,,,,
48.8406280,2.3668449,SNCF,information,,,,,,
48.8407243,2.3670760,SNCF,information,,,,,,
48.8407992,2.3666745,SNCF,information,,,,,,
48.8408066,2.3666745,SNCF,information,,,,,,
48.8408112,2.3666701,SNCF,information,,,,,,
48.8408738,2.3669556,SNCF,information,,,,,,
48.8408857,2.3669447,SNCF,information,,,,,,
48.8409082,2.3668206,SNCF,information,,,,,,
48.8409240,2.3665710,SNCF,information,,,,,,
48.8409286,2.3665666,SNCF,information,,,,,,
48.8409915,2.3668433,SNCF,information,,,,,,
48.8410328,2.3667830,SNCF,information,,,,,,
48.8410748,2.3664401,SNCF,information,,,,,,
48.8412586,2.3665950,SNCF,information,,,,,,
48.8412724,2.3665663,SNCF,information,,,,,,
48.8412026,2.3664991,SNCF,information,,,,,,
48.8411639,2.3665557,SNCF,information,,,,,,
48.8412159,2.3665095,SNCF,information,,,,,,
48.8412252,2.3664580,SNCF,information,,,,,,
48.8411994,2.3666111,SNCF,information,,,,,,
48.8412372,2.3664924,SNCF,information,,,,,,
48.8412057,2.3666061,SNCF,information,,,,,,
48.8412106,2.3666020,SNCF,information,,,,,,
48.8406196,2.3668437,,information,,,,,,
48.8406377,2.3668285,,information,,,,,,
48.8406410,2.3668397,,information,,,,,,
48.8406514,2.3668724,,information,,,,,,
48.8406095,2.3671356,,information,,,,,,
48.8404788,2.3672549,,information,,,,,,
48.8403785,2.3673437,,information,,,,,,
48.8409568,2.3665893,,information,,,,,,
48.8410297,2.3667725,,information,,,,,,
48.8410414,2.3668052,,information,,,,,,
48.8411824,2.3666426,,information,,,,,,
48.8411841,2.3666485,,information,,,,,,
48.8411662,2.3665413,,information,,,,,,
48.8411602,2.3665258,,information,,,,,,
48.8764072,2.3599112,,information,,,,,,
48.8764076,2.3599041,,information,,,,,,
48.8766623,2.3600223,,information,,,,,,
48.8766612,2.3600267,,information,,,,,,
48.8766592,2.3600253,,information,,,,,,
48.8767764,2.3584107,,information,,,,,,
48.8770302,2.3585908,,information,,,,,,
48.8770241,2.3585882,,information,,,,,,
48.8770262,2.3585751,,information,,,,,,
48.8582906,2.2945306,Bureau de Gustave Eiffel,attraction,,,,,,
48.8582589,2.2937433,Casa Bilete Turn,information,,vending_machine,,,,
48.8765767,2.3592374,,information,,,,,,
48.8765533,2.3592248,,information,,,,,,
48.8765646,2.3592309,,information,,,,,,
48.8765881,2.3592435,,information,,,,,,
48.8767879,2.3589973,,information,,,,,,
48.8768023,2.3590053,,information,,,,,,
48.8772227,2.3598129,,information,,,,,,
48.8772244,2.3598100,,information,,,,,,
48.8772261,2.3598045,,information,,,,,,
48.8772270,2.3597990,,information,,,,,,
48.8772561,2.3599220,,information,,,,,,
48.8772573,2.3599179,,information,,,,,,
48.8772797,2.3597882,,information,,,,,,
48.8773182,2.3595527,,information,,,,,,
48.8773211,2.3595435,,information,,,,,,
48.8773435,2.3593398,,information,,,,,,
48.8773452,2.3593332,,information,,,,,,
48.8773460,2.3593369,,information,,,,,,
48.8773467,2.3593295,,information,,,,,,
48.8773763,2.3593203,,information,,,,,,
48.8773826,2.3593262,,information,,,,,,
48.8780546,2.3647355,Le Robinet d'Or,hotel,,,,,,
48.8555653,2.3366336,Alain Marcelpoil,gallery,,,,,,
48.8183014,2.3431202,Swami Vivekananda,artwork,,,,,,
48.8241525,2.2728254,,information,,,,,,
48.8556163,2.3693563,Artpark,gallery,,,,,,
48.8441122,2.3756288,,information,,,,,,
48.8442140,2.3760220,,information,,,,,,
48.8443850,2.3732646,,information,,,,,,
48.8443982,2.3732326,,information,,,,,,
48.8444183,2.3735442,,information,,,,,,
48.8445483,2.3753002,,information,,,,,,
48.8445507,2.3753036,,information,,,,,,
48.8444939,2.3736414,,information,,,,,,
48.8445765,2.3737475,,information,,,,,,
48.8447227,2.3763243,,information,,,,,,
48.8447379,2.3763947,,information,,,,,,"Ecran d'information en-dessous de la mezzanine, Hall 2"
48.8447228,2.3739325,,information,,,,,,
48.8447709,2.3762511,,information,,,,,,
48.8447894,2.3763854,,information,,,,,,
48.8448143,2.3762777,,information,,,,,,
48.8448364,2.3740730,,information,,,,,,
48.8448853,2.3741367,,information,,,,,,
48.8452702,2.3744350,,information,,,,,,Ecrans d'information extérieurs côté Hall 2
48.8452739,2.3744392,,information,,,,,,Ecrans d'information extérieurs côté Hall 2
48.8452767,2.3744427,,information,,,,,,Ecrans d'information extérieurs côté Hall 2
48.8451414,2.3741886,,information,,,,,,
48.8444109,2.3730181,,information,,,,,,
48.8433302,2.3747208,,information,,,,,,
48.8433635,2.3748222,,information,,,,,,
48.8436373,2.3739270,,information,,,,,,
48.8436584,2.3738954,,information,,,,,,
48.8439718,2.3737575,,information,,,,,,
48.8439999,2.3737356,,information,,,,,,
48.8439601,2.3733694,,information,,,,,,
48.8439723,2.3733825,,information,,,,,,
48.8439837,2.3737084,,information,,,,,,
48.8441240,2.3734812,,information,,,,,,
48.8441386,2.3734936,,information,,,,,,
48.8440696,2.3731454,,information,,,,,,
