54.3539453,18.6509319,Pracownia Zegarów Wieżowych,museum,,,,,,Oddział czynny sezonowo
54.3540418,18.6509303,,viewpoint,,,,,,Wejście na wieżę przez Muzeum Nauki Gdańskiej
54.3498966,18.6465367,Pomorskie Centrum Informacji Turystycznej,information,,,,,,
54.3749360,18.6104586,,guest_house,,,,,,
54.3616394,18.6297047,Centrum Hotelowe GUMed,hotel,,,,,,
54.3564109,18.6388477,Hevelianum,museum,,,,,,
54.3389845,18.6519551,Kamienna Śluza,attraction,memorial,,,,,
54.3472941,18.6601294,,attraction,memorial,,,,,
54.3506969,18.6586781,,attraction,memorial,,,,,
54.3506981,18.6586784,,attraction,memorial,,,,,
54.3506992,18.6586786,,attraction,memorial,,,,,
54.3514629,18.6578159,Brama Swietojanska,attraction,memorial,,,,,
54.3559892,18.6150846,Villa Angela,hotel,,,,,,
54.3543974,18.6560684,Apartamenty Smart Destinations CheckInn 16,apartment,,,,,,"Duży (46m2) dwupokojowy apartament w pełni wyposażony. Duże 2-osobowe łóżko i duża 2 osobowa sofa rozkładana. Aneks kuchenny, pralka, telewizor, wi-fi, winda, komfortowe, w budynku ochrona 24h."
54.3528110,18.6566468,Hotel Admiral,hotel,,,,,,
54.3510373,18.6489174,Stara Apteka,attraction,,,,,,
54.3498701,18.6570446,Brama Św. Ducha,attraction,,,,,,
54.3486742,18.6561846,Brama Chlebnicka,attraction,,,,,,
54.3521692,18.6578219,Brama Straganiarska,attraction,,,,,,
54.3514747,18.6577523,Brama Świętojańska,attraction,,,,,,
54.3507311,18.6589329,Spichlerz Panna,attraction,,,,,,
54.3520541,18.6591018,Spichlerz Królewski,attraction,,,,,,
54.3508744,18.6589452,Spichlerz Miedź,attraction,,,,,,
54.3509985,18.6589903,Spichlerz Oliwski,attraction,,,,,,
54.3486082,18.6554548,Dom Angielski,attraction,,,,,,
54.3540555,18.6588583,Zajazd z XVII w.,attraction,,,,,,
54.3538744,18.6493275,Dom Młynarza,attraction,,,,,,
54.3492396,18.6605247,Spichlerz Nowa Pakownia,attraction,,,,,,
54.3542469,18.6603275,La Guitarra Hostel,hostel,,,,,,
54.3424640,18.6832027,JustHostel,hostel,,,,,,
54.3433789,18.6281939,,hotel,,,,,,
54.3722220,18.6033330,Widok III. Nad Kaczym Dołkiem,viewpoint,,,,,,Punkt widokowy z cyklu „Spojrzenie na Gdańsk”
54.3509752,18.6595449,"Maszt z ORP ""Bolko""",attraction,yes,,,,,
54.3507338,18.6595366,Pława bezpiecznej wody,attraction,yes,,,,,
54.3494035,18.6483481,Grand Guesthause,guest_house,,,,,,
54.3548320,18.6641026,Zderzenie,artwork,,,,,,
54.3618343,18.6320854,Widok IV. Wronia Górka,viewpoint,,,,,,Punkt widokowy z cyklu „Spojrzenie na Gdańsk”
54.3693483,18.6039173,Widok V. Spod Ślimaka,viewpoint,,,,,,Punkt widokowy z cyklu „Spojrzenie na Gdańsk”
54.3474157,18.6368944,Apartament Bea 92,apartment,,,,,,
54.3255851,18.6279863,,viewpoint,,,,,,
54.3494085,18.6525532,Stay in hotel,hotel,,,,,,
54.3497411,18.6540205,Ostatni Pokój,guest_house,,,,,,
54.3486826,18.6608816,Marina Club Hotel,hotel,,,,,,
54.3512171,18.6494952,Hotel Wolne Miasto,hotel,,,,,,
54.3528808,18.6499583,Midtown,hostel,,,,,,
54.3524863,18.6517587,Piwnica Romańska,museum,,,,,,
54.3544399,18.6559749,Apartamenty Smart Destinations 9D,apartment,,,,,,"Komfortowy, duży 46m2, w pełni wyposażony 2 pokojowy apartament, duże 2 osobowe łóżko, duża 2 osobowa sofa rozkładana, aneks kuchenny, wi-fi, telewizor, winda, ochrona 24h."
54.3543367,18.6559227,Smart,apartment,,,,,,
54.3544571,18.6559254,Smart Destinations Check Inn 16,apartment,,,,,,
54.3460525,18.6059473,Park Na Zboczu,viewpoint,,,,,,
54.3473911,18.6337458,"Widok X. ""Natalia""",viewpoint,,,,,,Punkt widokowy z cyklu „Spojrzenie na Gdańsk”
54.3498492,18.6451428,,viewpoint,,,,,,
54.3726836,18.6064507,"Widok XI. ""Katarzyna""",viewpoint,,,,,,Punkt widokowy z cyklu „Spojrzenie na Gdańsk”
54.3604419,18.6614094,Żuraw półbramowy wypadowy,attraction,industrial,,,,,
54.3476773,18.6523950,Dom Fahrenheita,attraction,,,,,,
54.3690086,18.6170403,,viewpoint,,,,,,
54.3615423,18.6597289,Gdańsk z Kajaka,attraction,,,,,,
54.3687820,18.6177326,"Widok XIII. ""Antoni""",viewpoint,,,,,,Punkt widokowy z cyklu „Spojrzenie na Gdańsk”
54.3577027,18.6402730,,viewpoint,,,,,,
54.3506131,18.6592586,Lew Hewelion,artwork,,,,,,
54.3560008,18.6489185,Lew Hewelion,artwork,,,,,,
54.3491274,18.6564771,Lew Hewelion,artwork,,,,,,
54.3542641,18.6500559,Lew Hewelion,artwork,,,,,,
54.3558647,18.6394298,Lew Hewelion,artwork,,,,,,
54.3482091,18.6553382,Lew Hewelion,artwork,,,,,,
54.3408551,18.6464052,Bastion św. Gertrudy,information,,,,,,
54.3391136,18.6489634,,viewpoint,,,,,,
54.3472541,18.6590706,Medusa Gdansk,hotel,,,,,,
54.3498843,18.6513037,Galeria starych zabawek,museum,,,,,,
54.3555538,18.6524907,,hostel,,,,,,
54.3565083,18.6452922,Main Station Hostel,hostel,,,,,,
54.3527560,18.6617809,AmberSky Gdańsk - Koło Widokowe,attraction,,,,,,
54.3529391,18.6599081,GDAŃSK,artwork,,,,,,
54.3557439,18.6389576,,viewpoint,,,,,,
54.3694437,18.6141339,,information,,,,,,
54.3667226,18.6091402,Parnas,viewpoint,,,,,,
54.3673450,18.6096893,Ścieżka dendrologiczna,information,,,,,,Park w Królewskiej Dolinie. Poznaj wyjątkowe drzewa w Parku
54.3671435,18.6116085,Ścieżka dendrologiczna,information,,,,,,Park w Królewskiej Dolinie. Poznaj wyjątkowe drzewa w Parku
54.3481729,18.6540187,Kolumna meteorologiczna Fahrenheita,artwork,,,,,,
54.3521275,18.6470371,3City,hostel,,,,,,
54.3469057,18.6609751,Moon Hostel,hostel,,,,,,Nowy hostel w centrum Gdańska
54.3493186,18.6600429,,attraction,yes,,,,,
54.3625492,18.6525878,Obrońca,artwork,,,,,,
54.3641009,18.6537253,Żuraw M3,viewpoint,,,,,,
54.3547799,18.6371627,Z energią!,museum,,,,,,
54.3547529,18.6381966,Galeria ruchu,museum,,,,,,
54.3689492,18.6170193,"Zbiornik Wody ""Stary Sobieski""",museum,,,,,,
54.3525724,18.6604271,,artwork,,,,,,
54.3490958,18.6577562,Spichlerz Deo Gloria,attraction,granary,,,,,
54.3490875,18.6576839,,viewpoint,,,,,,
54.3489962,18.6581506,,viewpoint,,,,,,
54.3489636,18.6608114,Hotel Gdańsk,artwork,,,,,,
54.3489030,18.6576148,Radisson Hotel & Suites Gdansk,hotel,,,,,,
54.3500369,18.6519802,Makieta Bazyliki Mariackiej,information,,,,,,
54.3507151,18.6575435,Makieta Żurawia,information,,,,,,
54.3559248,18.6457885,,information,,,,,,
54.3486551,18.6531988,Hermes,artwork,yes,,,,,
54.3478443,18.6539755,IBB Hotel Długi Targ,hotel,,,,,,
54.3478803,18.6162862,Popiersie Jacka Malczewskiego,artwork,,,,,,
54.3481264,18.6540603,Lew Hewelion,artwork,,,,,,
54.3542668,18.6488394,Mapa nieba północnego wg. Jana Heweliusza,artwork,,,,,,
54.3744227,18.6129607,Zbigniew Wodecki,artwork,,,,,,
54.3730119,18.6116160,Sebastian Münch,artwork,,,,,,
54.3732160,18.6120930,Tuse wykrikuje,artwork,,,,,,
54.3732414,18.6120644,Tuse wrzuć monetę,artwork,,,,,,
54.3729327,18.6120998,Tuse szarpie,artwork,,,,,,
54.3488249,18.6134005,Dziewczynka z kotem,artwork,,,,,,
54.3497004,18.6212109,,artwork,,,,,,
54.3569888,18.6429930,Lew Gdański,artwork,,,,,,
54.3496924,18.6539670,Gotyk House,guest_house,,,,,,
54.3620639,18.6575931,Ślusarnia,information,,,,,,
54.3617958,18.6581372,Basen dokowy,information,,,,,,
54.3612023,18.6575396,Kuźnia,information,,,,,,
54.3605824,18.6616170,Mleczny Piotr,information,,,,,,
54.3613430,18.6555182,Formiernia,information,,,,,,
54.3627775,18.6549728,Stocznia i ludzie,information,,,,,,
54.3638076,18.6552360,Sierpień 1980,information,,,,,,
54.3642142,18.6532870,Manifest Stoczni Cesarskiej,information,,,,,,
54.3626332,18.6528677,Remiza,information,,,,,,
54.3619683,18.6527446,Dyrekcja,information,,,,,,
54.3622394,18.6521512,Stocznia Cesarska,information,,,,,,
54.3615533,18.6520614,Sala BHP,information,,,,,,
54.3609393,18.6597175,Rozbitkowie,artwork,,,,,,
54.3605390,18.6496219,Makieta Placu Solidarności,information,,,,,,
54.3602588,18.6493078,,information,,,,,,
54.3617063,18.6490804,,viewpoint,,,,,,
54.3378800,18.6472387,Westerplatte 1939,artwork,,,,,,
54.3511770,18.6537014,Gdańska Galeria Guntera Grassa,gallery,,,,,,
54.3506056,18.6225946,"Widok XVI. ""Maciej""",viewpoint,,,,,,Punkt widokowy z cyklu „Spojrzenie na Gdańsk”
54.3508926,18.6199333,,viewpoint,,,,,,
54.3492178,18.6552105,Aparthotel Neptun,hotel,,,,,,
54.3470807,18.6586337,Elewator Gdańsk Hostel,hostel,,,,,,
54.3628138,18.6536470,"Wydziały ""S""",information,,,,,,
54.3603855,18.6610189,WL4 Przestrzeń Sztuki,gallery,,,,,,
54.3622221,18.6573951,Stocznia Gdańska w PRL,museum,,,,,,
54.3331915,18.6075813,,information,,,,,,
54.3330923,18.6076494,,information,,,,,,
54.3686082,18.6178108,,information,,,,,,
54.3522271,18.6529445,Bielski Rooms,hotel,,,,,,
54.3471448,18.6546216,Bielski Apartments Ogarna,apartment,,,,,,
54.3538775,18.6532124,Bielski Apartments,apartment,,,,,,
54.3471026,18.6580373,Bielski Guesthouse,hotel,,,,,,
54.3468652,18.6341786,Fortyfikacje Biskupiej Górki - Luneta Cafarellego,information,,,,,,
54.3615704,18.6123875,"Widok XVIII. ""Totwenek""",viewpoint,,,,,,Punkt widokowy z cyklu „Spojrzenie na Gdańsk”
54.3487054,18.6623562,,apartment,,,,,,"Apartament Goya has a balcony and is located in Gdańsk, within just an 8-minute walk of National Maritime Museum and half a kilometer of Polish Baltic Philharmonic. This property has a patio, free private parking and free WiFi."
54.3496959,18.6483506,Fama Residence,hotel,,,,,,
54.3497531,18.6482839,Liberum,hotel,,,,,,
54.3648879,18.6448315,,gallery,,,,,,
54.3474991,18.6782612,mozaika,artwork,,,,,,
54.3499635,18.6582508,,viewpoint,,,,,,
54.3593403,18.6472606,Hostel Filip,hotel,,,,,,
54.3576319,18.6515336,Hostel Filip 2,hotel,,,,,,
54.3426977,18.6380112,Fortyfikacje Biskupiej Górki - Kolonie mieszkaniowe,information,,,,,,
54.3433184,18.6372114,Fortyfikacje Biskupiej Górki - Bastion Pośredni,information,,,,,,
54.3416371,18.6388038,Fortyfikacje Biskupiej Górki - Bastion Zbawiciel,information,,,,,,
54.3615393,18.6434991,Nakaz fotografowania,artwork,,,,,,
54.3504627,18.6225048,,viewpoint,,,,,,
54.3551119,18.6162287,Siedlce,information,,,,,,
54.3444713,18.6337500,Fortyfikacje Biskupiej Górki - Boiska sportowe,information,,,,,,
54.3487797,18.6565917,Czarna Perla,attraction,,,,,,
54.3523182,18.6603463,,attraction,,,,,,
54.3515437,18.6375788,Brama Nowych Ogrodów,information,,,,,,
54.3561243,18.6448383,Інформаційний пункт воєводського управління,information,,,,,,
54.3562966,18.6435363,,viewpoint,,,,,,
54.3547076,18.6598965,Dom Gdańskiego Browarnika,museum,,,,,,
54.3603306,18.6610939,,artwork,,,,,,
54.3619672,18.6542960,How to support Ukraine,artwork,,,,,,
54.3639373,18.6447296,,information,,,,,,
54.3637728,18.6481130,,information,,,,,,
54.3631031,18.6509701,,information,,,,,,
54.3630346,18.6509779,Husarz,artwork,,,,,,
54.3551400,18.6648023,Pomorskie Szlaki Kajakowe,information,,,,,,
54.3663968,18.6225222,Uniwersyteckie Centrum Kliniczne,information,,,,,,
54.3667908,18.6276713,Vesper House,hotel,,,,,,
